baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	entrez
ENSG00000171863.15	110225.869008319	-0.207931294748285	0.0432582122028635	-4.80674730090951	1.5340569192934e-06	7.52520361743092e-06	RPS7	6201
ENSG00000171865.10	11593.3081758646	-0.44957047305521	0.0364301630432147	-12.3406110623747	5.4738857351515e-35	2.02851568884281e-33	RNASEH1	246243
ENSG00000171867.18	9836.97359975514	0.421957754136343	0.0401804131053669	10.5015782946239	8.49477701653632e-26	1.8592802011631e-24	PRNP	5621
ENSG00000171877.21	2119.17184637458	-0.773461337088276	0.0599280449268234	-12.9065004211756	4.13678477226423e-38	1.77972788613629e-36	FRMD5	84978
ENSG00000171903.17	35.9965387615919	3.06664767049751	0.428908029633118	7.14989568537729	8.68438691630808e-13	7.55133637979894e-12	CYP4F11	57834
ENSG00000171914.17	9235.67313395281	-0.631661470035843	0.0580801004567515	-10.8756952048697	1.5050404286166e-27	3.66899060684656e-26	TLN2	83660
ENSG00000171940.14	30.038875953702	1.91035777247462	0.40952910800874	4.66476676533052	3.08967276046287e-06	1.4641771958939e-05	ZNF217	7764
ENSG00000171943.12	485.433802050843	-0.619857161171015	0.0955231861032441	-6.48907544290929	8.63647146033248e-11	6.4545500087173e-10	SRGAP2C	653464
ENSG00000171953.16	3065.64515140902	-0.107561719408502	0.0487178625712367	-2.20784972352228	0.0272547505517761	0.066260927555997	ATPAF2	91647
ENSG00000171960.12	5851.26817549395	-0.167355419003133	0.0411245124320435	-4.06948092769927	4.71179964194855e-05	0.000193349458673871	PPIH	10465
ENSG00000171984.15	727.479666416378	0.186674075819222	0.0784500671308053	2.37952729228347	0.017334859287896	0.0446718623998948	SHLD1	149840
ENSG00000171988.20	9256.91522750727	-0.0929613657747223	0.0406777168481637	-2.28531424518529	0.0222944082460034	0.0556265809323964	JMJD1C	221037
ENSG00000171992.13	376.643973657219	0.596187161659399	0.113920428098071	5.23336482852891	1.66451742764877e-07	9.06356399452831e-07	SYNPO	11346
ENSG00000172000.7	120.965422540738	-0.431683606214276	0.191495924520089	-2.25427046187079	0.024179158390898	0.0596556542130561	ZNF556	80032
ENSG00000172006.12	424.577545628811	0.393380394128714	0.101106253239624	3.89076225776454	9.99298061725773e-05	0.00039186365943577	ZNF554	115196
ENSG00000172020.13	265.263608060612	0.579454842672276	0.136773346655011	4.23660645033319	2.26923362213687e-05	9.69601366114411e-05	GAP43	2596
ENSG00000172037.14	10552.8850181416	0.238162536735683	0.0395358883679543	6.02395814453798	1.70202398667258e-09	1.12261080200671e-08	LAMB2	3913
ENSG00000172046.21	10337.1689294585	-0.271131183099208	0.0357784057048344	-7.57806776903345	3.50739192027712e-14	3.40579624621258e-13	USP19	10869
ENSG00000172057.10	4038.42170166485	0.248585067538771	0.0454843828108039	5.46528395411632	4.62166375568334e-08	2.65817906006818e-07	ORMDL3	94103
ENSG00000172059.11	1394.52572437523	-0.243316232709203	0.0639148176984905	-3.80688299631885	0.000140729282941518	0.000540138640638345	KLF11	8462
ENSG00000172061.9	92.7030355321991	1.90558161894807	0.233591294735486	8.15775956508101	3.41296051382058e-16	3.84674472038797e-15	LRRC15	131578
ENSG00000172062.17	1102.07302235819	-0.333776539940206	0.07135607706357	-4.67761897340362	2.90225189359641e-06	1.37954000723427e-05	SMN1	6606
ENSG00000172113.10	2125.64803808162	-0.411651079201637	0.0539803321965612	-7.62594564447423	2.42251897711862e-14	2.38868619316958e-13	NME6	10201
ENSG00000172115.9	33423.8042204458	-0.1623646723978	0.0415598606557903	-3.9067665250985	9.35394565801367e-05	0.000368370251193185	CYCS	54205
ENSG00000172159.16	386.086344634707	0.467868271778541	0.105505778317761	4.43452746606372	9.22744558681806e-06	4.14070036755966e-05	FRMD3	257019
ENSG00000172164.15	2605.11892901236	-0.841429128981224	0.058632706623969	-14.3508491664488	1.05240694213405e-46	7.20265468908683e-45	SNTB1	6641
ENSG00000172167.8	2082.68703457444	-0.458307293475857	0.0541732826800985	-8.46002440321426	2.67321578505858e-17	3.24952079709589e-16	MTBP	27085
ENSG00000172171.11	1528.86307362334	-0.325279956143772	0.0647585939698318	-5.02296199165946	5.0880616770515e-07	2.63301298929748e-06	TEFM	79736
ENSG00000172172.8	6866.29904556965	-0.496545857219686	0.0480428446694416	-10.3354799374634	4.8696828531725e-25	1.00933777732721e-23	MRPL13	28998
ENSG00000172175.16	3025.85514703385	-0.147284619084983	0.0517268759598335	-2.84735191043339	0.00440845997092602	0.0130645634366736	MALT1	10892
ENSG00000172179.13	15.5455341680886	3.05158851988816	0.689691661542329	4.42456925325734	9.66349014109928e-06	4.31963671778137e-05	PRL	5617
ENSG00000172197.11	29.1636867744202	1.98898273470416	0.414016698742053	4.80411234799823	1.55439536574736e-06	7.62019182672105e-06	MBOAT1	154141
ENSG00000172216.7	2632.40736932053	-0.358658089074216	0.0606242656839576	-5.91608137480705	3.29702137948868e-09	2.11226828525742e-08	CEBPB	1051
ENSG00000172239.14	6268.12563251499	-0.323213565986229	0.0420721429787036	-7.68236517331281	1.56177880381907e-14	1.55764526935743e-13	PAIP1	10605
ENSG00000172260.15	2421.28498883403	0.210802276515431	0.0556676982212074	3.78679706995902	0.000152601627477468	0.000582987798047243	NEGR1	257194
ENSG00000172262.12	5248.73366064255	-0.129663947099542	0.0416157613738214	-3.11574131576762	0.00183483152978534	0.00585472615354988	ZNF131	7690
ENSG00000172269.20	7353.2134525007	-0.485984528108934	0.0411679553563285	-11.8049226370973	3.68129396339566e-32	1.16774676767876e-30	DPAGT1	1798
ENSG00000172292.15	20505.3966516085	-0.16295799191942	0.0392982269047858	-4.14670087569713	3.37300260254432e-05	0.000141020455019087	CERS6	253782
ENSG00000172296.13	645.52839640222	0.303276593801451	0.0859276772433933	3.52944014700187	0.000416439890963666	0.00149198058071828	SPTLC3	55304
ENSG00000172301.11	6253.89524481854	-0.104287791795268	0.0422881096710289	-2.46612564634721	0.0136583414283602	0.0361383931016684	COPRS	55352
ENSG00000172315.6	4017.74646961814	-0.174375174587835	0.0507106901776539	-3.43862751575555	0.000584671104933113	0.0020407050718662	TP53RK	112858
ENSG00000172322.14	3.74317726312561	3.19105048754827	1.37058795278713	2.32823474119934	0.0198996423774638	0.0503560772362407	CLEC12A	160364
ENSG00000172331.12	1319.2277744107	-0.552769963775547	0.0652741160310331	-8.46844043836221	2.48700350764583e-17	3.0290501833582e-16	BPGM	669
ENSG00000172336.5	7591.99594384818	-0.224291009961192	0.0481634484443848	-4.65687190609254	3.21050056170127e-06	1.5175279744345e-05	POP7	10248
ENSG00000172339.10	1362.89140185566	-0.73325939118508	0.0663280822905128	-11.0550368088957	2.07251800349154e-28	5.34395264593609e-27	ALG14	199857
ENSG00000172340.15	6720.49890294529	-0.662335426558525	0.0445941804645437	-14.8525080999109	6.70137834779456e-50	5.37433360471719e-48	SUCLG2	8801
ENSG00000172346.15	104.276970217066	1.33028564482657	0.214120167208625	6.21279939283075	5.20488812586332e-10	3.60720775343734e-09	CSDC2	27254
ENSG00000172348.16	324.812333482597	0.88779022364436	0.121456844303621	7.30951169310015	2.68114923373121e-13	2.43491012146954e-12	RCAN2	10231
ENSG00000172350.10	30.2863401923184	1.89525238883816	0.406353734606162	4.66404570066285	3.10052477188895e-06	1.46909730783776e-05	ABCG4	64137
ENSG00000172354.10	18967.1317361258	-0.0943189384593661	0.0434986323722611	-2.168319630194	0.030134375880042	0.0722453529357713	GNB2	2783
ENSG00000172366.20	5488.41885739016	-0.225942495102863	0.0469285705335118	-4.81460424927106	1.47491891703493e-06	7.25330801385242e-06	MCRIP2	84331
ENSG00000172380.6	7194.23506234516	-0.498255391861618	0.047229962431456	-10.5495614692628	5.10347320030594e-26	1.13046268616125e-24	GNG12	55970
ENSG00000172403.11	7559.49694124369	0.188250220711597	0.0489997317849993	3.84186226850382	0.000122104351297017	0.000472597178012227	SYNPO2	171024
ENSG00000172409.7	1945.68764650157	-0.250686412409851	0.05530775596328	-4.53257247638626	5.82696734308244e-06	2.67975382428451e-05	CLP1	10978
ENSG00000172410.5	27.1483347163267	2.74354957995755	0.482752301715734	5.68314137541508	1.32242861841547e-08	8.00805419132246e-08	INSL5	10022
ENSG00000172456.18	590.41635065557	-0.71174146645384	0.0922978112061012	-7.71135801762969	1.24485900170499e-14	1.24833135608615e-13	FGGY	55277
ENSG00000172458.5	258.381886880935	1.11522660902878	0.136823007256015	8.15087046685088	3.61313975048009e-16	4.06504215740165e-15	IL17D	53342
ENSG00000172466.16	16585.2558015717	-0.104743555652882	0.0469032336498138	-2.23318410058701	0.0255368063713	0.0625706770760007	ZNF24	7572
ENSG00000172469.17	3277.37838488195	-0.458423369789578	0.0509686863638513	-8.99421590968661	2.37924406913148e-19	3.32064331772536e-18	MANEA	79694
ENSG00000172493.23	12880.465917701	-0.102600760776758	0.0512355243378336	-2.00253168290492	0.0452275791081363	0.102491160104708	AFF1	4299
ENSG00000172500.13	7020.15523055088	-0.370141690060938	0.0432557649904132	-8.55704875738465	1.15793569916138e-17	1.44520171040186e-16	FIBP	9158
ENSG00000172508.11	18.8433632611649	2.03300926694456	0.531607656987376	3.82426633669206	0.000131162070211637	0.0005053407329403	CARNS1	57571
ENSG00000172530.22	1808.2700617845	-0.224799358991015	0.0684785508934142	-3.28277038661218	0.00102792354735848	0.00343787753385808	BANP	54971
ENSG00000172531.16	14716.4718044261	-0.149738567180146	0.0406542396377127	-3.68322144294248	0.000230304927525227	0.000856815417890631	PPP1CA	5499
ENSG00000172534.14	45877.4421409674	-0.311793955705829	0.0479609661896788	-6.50099404738278	7.97909895391992e-11	5.97753959237732e-10	HCFC1	3054
ENSG00000172572.7	5506.05268977251	-1.07055002553574	0.0452371970021268	-23.6652599294649	8.22115406220353e-124	5.71406745785644e-121	PDE3A	5139
ENSG00000172575.14	2015.80050677167	-0.331895444472071	0.0569704545117969	-5.82574682466936	5.68577567207158e-09	3.55170772309532e-08	RASGRP1	10125
ENSG00000172586.8	4235.61489427553	-0.302475187848573	0.0499009933961623	-6.06150634010897	1.3485257139815e-09	8.97591801579043e-09	CHCHD1	118487
ENSG00000172590.18	6819.69611933938	-0.437132518664859	0.0419998949677824	-10.4079431389097	2.28096588130691e-25	4.84001152439866e-24	MRPL52	122704
ENSG00000172594.13	74.5871841645741	0.986652287422	0.245946777426298	4.01164958429946	6.02959532558885e-05	0.000243558895774819	SMPDL3A	10924
ENSG00000172602.11	629.617902857999	0.878064831420797	0.0855055306190945	10.2690998472643	9.71064727874863e-25	1.97220723985338e-23	RND1	27289
ENSG00000172613.8	2195.05302612351	-0.394932997062827	0.054356717558263	-7.26557847499736	3.71445211414569e-13	3.34225888303034e-12	RAD9A	5883
ENSG00000172638.13	114.425121610931	0.457700813155226	0.19924288379229	2.29720030368752	0.0216073458216171	0.0540953298057087	EFEMP2	30008
ENSG00000172661.20	3459.6986905109	-0.177109559384897	0.0479388523931458	-3.69448892794562	0.000220329493506167	0.000822737054488108	WASHC2C	253725
ENSG00000172663.9	1482.68137589959	-0.242489007846099	0.0728940785239522	-3.32659404928783	0.000879143467590937	0.00297554055143834	TMEM134	80194
ENSG00000172667.11	4080.93704129691	0.118839437056151	0.0526028039016687	2.25918445865167	0.02387191315327	0.0590090751359223	ZMAT3	64393
ENSG00000172687.14	1544.64782972467	0.314787061969822	0.0653699711391107	4.81546888402228	1.4685464721194e-06	7.2253780098283e-06	ZNF738	148203
ENSG00000172728.16	2495.44038274703	-0.396562394624375	0.0512064268822005	-7.74438715547678	9.60439494264543e-15	9.71842965451702e-14	FUT10	84750
ENSG00000172731.15	4355.6038817994	-0.693830426650994	0.0493826037000929	-14.0500981046831	7.69273950850505e-45	4.73633491353371e-43	LRRC20	55222
ENSG00000172732.12	2653.91235765057	-0.254335786981377	0.0504278287273384	-5.04356014129741	4.56949054724402e-07	2.37526933432194e-06	MUS81	80198
ENSG00000172738.13	44.310394430913	0.98842672732453	0.322902959506279	3.06106431739071	0.00220551712059874	0.00695172417423832	TMEM217	221468
ENSG00000172752.16	4.00386584293467	2.6301781484288	1.20701690570508	2.17907316459034	0.0293262334307778	0.0705838093893373	COL6A5	256076
ENSG00000172757.13	81200.2541409426	-0.347083702680761	0.0348587955661556	-9.95684724740587	2.35409749867682e-23	4.32603451622296e-22	CFL1	1072
ENSG00000172765.19	2414.28335146219	-0.590186509205008	0.0518598746331279	-11.3804075574837	5.23544881395258e-30	1.4818926022986e-28	TMCC1	23023
ENSG00000172766.19	6987.7296008649	-0.231891293672658	0.047446627774035	-4.88741359611566	1.02169310729061e-06	5.12107296742441e-06	NAA16	79612
ENSG00000172771.13	85.100114796064	0.823179894654676	0.231194796776024	3.56054680353448	0.00037008333736166	0.00133636123551433	EFCAB12	90288
ENSG00000172775.18	20015.9037014263	-0.479257896912944	0.0389111516671564	-12.3167235195834	7.3625266634589e-35	2.70279045132634e-33	PSME3IP1	80011
ENSG00000172782.13	12.1689789793518	2.08633288440348	0.659976423339893	3.16122335680619	0.0015710797604875	0.00508418641166761	FADS6	283985
ENSG00000172785.19	1553.60914936087	-0.292170194983271	0.060979429236004	-4.79129107378994	1.6571151761455e-06	8.09837365067233e-06	ZNG1A	55871
ENSG00000172794.20	15.8645257133168	1.44751589192584	0.532915923539381	2.71621812745266	0.00660323968080031	0.0188559780422159	RAB37	326624
ENSG00000172795.17	9994.91901789098	-0.115518081193162	0.0467454853878707	-2.47121364201592	0.0134655346594423	0.0356825830334133	DCP2	167227
ENSG00000172809.13	49723.8403604717	-0.179996758034877	0.0421611237603398	-4.26925902302909	1.96123408642259e-05	8.44342994095518e-05	RPL38	6169
ENSG00000172817.4	941.360011017148	0.235170825771621	0.0751650768173211	3.12872461160617	0.00175566769004138	0.00561759778428893	CYP7B1	9420
ENSG00000172818.10	17.3527902478157	1.1896674672649	0.493407601071796	2.41112513200174	0.0159033910739182	0.0413887803810068	OVOL1	5017
ENSG00000172819.17	18448.0818456389	-0.453476768613798	0.0397299667637114	-11.4139730171633	3.56084995870038e-30	1.01710232108011e-28	RARG	5916
ENSG00000172824.17	15.6099807856558	1.80052055220043	0.554449638997688	3.24740143298739	0.00116463996221608	0.00384732193686441	CES4A	283848
ENSG00000172828.13	3232.46848142767	-0.198634374965092	0.0456941405506196	-4.34704258733232	1.37985435226982e-05	6.05382305736332e-05	CES3	23491
ENSG00000172831.14	10191.8051366918	-0.32143842577792	0.039455601536597	-8.14683880766004	3.7356110217069e-16	4.19679259791403e-15	CES2	8824
ENSG00000172845.18	8409.51195435924	-0.365427106778081	0.0442971583638461	-8.24944805209742	1.59127761331095e-16	1.83383897979095e-15	SP3	6670
ENSG00000172869.15	5481.61863459684	-0.130218178908837	0.0661338911910321	-1.96900827342358	0.0489521410231718	0.109566059451964	DMXL1	1657
ENSG00000172878.14	3505.7474070796	-0.552372240464536	0.0456375399643879	-12.1034622132474	1.01249028068057e-33	3.47996247349957e-32	METAP1D	254042
ENSG00000172888.12	5628.6367888443	-0.298854827979506	0.0488258045719234	-6.12083775371842	9.3084648618822e-10	6.2935766425657e-09	ZNF621	285268
ENSG00000172889.16	3127.95758383877	0.369560038434238	0.0584699693093112	6.32051021746281	2.60701091998397e-10	1.8624824244938e-09	EGFL7	51162
ENSG00000172890.13	7198.91033053967	-0.0961051196595833	0.0420260458936353	-2.28679899847866	0.0222075579846923	0.0554161314095438	NADSYN1	55191
ENSG00000172893.18	36943.6899904177	-0.162911642233597	0.0383864145009034	-4.24399216107467	2.19578025405092e-05	9.39756691378633e-05	DHCR7	1717
ENSG00000172915.20	2203.86673838756	-0.984526840747494	0.0732385928762472	-13.4427328827995	3.39656917414298e-41	1.73585774607304e-39	NBEA	26960
ENSG00000172922.11	5433.73054623924	0.281260968294286	0.0597025523499886	4.71103758923867	2.46458768537056e-06	1.18300965370373e-05	RNASEH2C	84153
ENSG00000172932.16	1538.1105923651	-0.190439294088559	0.06160404877129	-3.09134379780103	0.00199252785652534	0.00632821829493736	ANKRD13D	338692
ENSG00000172936.18	67.9351659610112	0.986236816919392	0.270746597120115	3.64265637097502	0.000269838954851374	0.000992445083594359	MYD88	4615
ENSG00000172939.9	12986.4485633887	-0.358241522834586	0.0381624404451627	-9.38728023301757	6.15695370181995e-21	9.61413085031566e-20	OXSR1	9943
ENSG00000172954.14	11458.9810962053	-0.233116307726626	0.0435260514739508	-5.35578808167656	8.51843036211229e-08	4.78761808509948e-07	LCLAT1	253558
ENSG00000172969.8	7.6849417030279	2.56152996569517	0.874263129124676	2.9299302239359	0.00339038124696086	0.0102912416790756	FRG2C	100288801
ENSG00000172977.13	4257.27335266742	-0.745297075967196	0.0468143538945557	-15.9202683357736	4.58406737239934e-57	4.94399569677704e-55	KAT5	10524
ENSG00000172985.11	177.825200087521	0.586933554523613	0.151350914329785	3.87796503987231	0.000105333849160331	0.000411301722869873	SH3RF3	344558
ENSG00000172986.13	1305.70765725698	0.663150876320728	0.0698329244080694	9.49624954048321	2.17585942688804e-21	3.51157664059738e-20	GXYLT2	727936
ENSG00000172987.14	7.20918648789074	2.25008401338254	0.860699178775907	2.61425137709859	0.00894232166797563	0.0247731616305823	HPSE2	60495
ENSG00000172992.13	6609.11894913364	-0.295534237882795	0.0427555366320928	-6.9121863777746	4.77240256306132e-12	3.95093792919188e-11	DCAKD	79877
ENSG00000172995.17	70.7722210807432	1.24140931714303	0.264488259812026	4.69362730136039	2.68402835645816e-06	1.28145863081883e-05	ARPP21	10777
ENSG00000173011.12	5502.98650540645	-0.0841326395084341	0.0409705539560255	-2.05349040676227	0.0400250391967771	0.0923202913685545	TADA2B	93624
ENSG00000173013.6	119.469102566157	1.41916357469118	0.210540304293498	6.74057909934831	1.57756591846544e-11	1.25455197640081e-10	CCDC96	257236
ENSG00000173020.11	10593.8828389545	-0.150965342372204	0.0417884029188872	-3.61261335268623	0.000303126526843632	0.00110719238352076	GRK2	156
ENSG00000173039.20	7592.68606596202	-0.232253313579597	0.0435929920430555	-5.32776720969755	9.94274418666279e-08	5.54788208517167e-07	RELA	5970
ENSG00000173041.12	1021.46397742418	0.360081934032551	0.0722212877497277	4.98581436653916	6.17013649845526e-07	3.16677648936963e-06	ZNF680	340252
ENSG00000173068.19	350.36934955862	-0.3065684194055	0.113004781917119	-2.71288005874252	0.00667012442505341	0.0190330701252071	BNC2	54796
ENSG00000173083.16	565.605502563049	0.863075126921596	0.0924626529499307	9.33431065826068	1.01650544723515e-20	1.56078747536444e-19	HPSE	10855
ENSG00000173085.15	2106.73710760838	-0.312528853783005	0.0577287530197139	-5.41374683212504	6.17194142688171e-08	3.50917673165932e-07	COQ2	27235
ENSG00000173110.8	84.0909752059907	0.659152095156312	0.228296112246175	2.8872681565665	0.00388602879477617	0.0116454270972707	HSPA6	3310
ENSG00000173113.8	11611.7341729055	-0.538332634311908	0.0508394203298975	-10.5888822260101	3.35574909650849e-26	7.53465646026532e-25	TRMT112	51504
ENSG00000173114.13	12569.522886883	0.272620455636684	0.0453358394572496	6.01335409028341	1.81723498175881e-09	1.19457037672279e-08	LRRN3	54674
ENSG00000173137.12	1069.88641032948	0.314481707498486	0.0700390553289948	4.49009065044167	7.11928687856415e-06	3.24308091612075e-05	ADCK5	203054
ENSG00000173141.5	14717.7049275541	-0.331824513903348	0.0396825301519823	-8.36197975866144	6.16744279233424e-17	7.30401772873298e-16	MRPL57	78988
ENSG00000173145.11	8160.75460882046	-0.106433990796179	0.0410932390967033	-2.5900608746298	0.00959589613599524	0.0263758540685054	NOC3L	64318
ENSG00000173153.17	4527.60644904678	-0.23388077333879	0.0496519543017377	-4.71040418504947	2.47226006938385e-06	1.185964389419e-05	ESRRA	2101
ENSG00000173163.11	2276.002775002	-0.468468402553816	0.0520902402035063	-8.99340069701353	2.39696466331589e-19	3.3423924999791e-18	COMMD1	150684
ENSG00000173166.18	5315.77489464465	-0.303101139647011	0.0578859933902381	-5.23617410525645	1.63939315660981e-07	8.93609267328075e-07	RAPH1	65059
ENSG00000173171.15	3131.27976080523	-0.454337326588654	0.0490381303200558	-9.26498061046259	1.95112775126177e-20	2.94666454255019e-19	MTX1	4580
ENSG00000173175.16	38.180083406518	1.64140086934932	0.36400924861071	4.50922847596303	6.50638087731448e-06	2.97514729093223e-05	ADCY5	111
ENSG00000173193.15	1332.11318182443	1.16822424783101	0.0682125499234089	17.1262362885235	9.45787476603761e-66	1.51699461055056e-63	PARP14	54625
ENSG00000173198.6	7.13530683336998	4.23646285704906	1.21925180765833	3.47464144029897	0.000511536607082362	0.00180579350561118	CYSLTR1	10800
ENSG00000173207.13	8399.6079115157	-0.32497784643782	0.0466348629150697	-6.96856013128337	3.20201119888169e-12	2.684248305211e-11	CKS1B	1163
ENSG00000173208.4	696.429058101528	1.09409185897509	0.0844134283997681	12.961111516448	2.03280421783573e-38	8.91725350929148e-37	ABCD2	225
ENSG00000173212.5	1.50526787082322	3.88737831175532	1.87688952026544	2.07118121220344	0.0383418646669862	0.0890156250882814	MAB21L3	126868
ENSG00000173213.11	4.77547933023503	2.93219900376508	1.16046279290633	2.52674969132058	0.0115123520870782	0.0310942863754358	TUBB8B	260334
ENSG00000173218.15	58.1175317464771	1.60691560347036	0.283540713876952	5.66731874762688	1.45049360496585e-08	8.74125018930962e-08	VANGL1	81839
ENSG00000173221.14	1108.15621681246	0.405490392760616	0.0706187857502366	5.74196212031666	9.35857598369497e-09	5.74500846009867e-08	GLRX	2745
ENSG00000173258.13	1951.06858754274	0.186273924336142	0.0763714536829009	2.4390517052296	0.0147258610907174	0.0386587843993929	ZNF483	158399
ENSG00000173264.16	3926.6858100624	-0.125102673457705	0.0508604620539715	-2.4597234945477	0.0139044094505705	0.0367087207213212	GPR137	56834
ENSG00000173267.14	16.1326553653021	1.50775897756106	0.526586615679611	2.86326870578575	0.00419294813856104	0.0124826612345111	SNCG	6623
ENSG00000173272.16	6926.2607023521	-0.24576823126917	0.0504584877254861	-4.87070148844423	1.112027367643e-06	5.54542091482304e-06	MZT2A	653784
ENSG00000173275.13	798.089305431012	-0.788784395800874	0.0859021532931101	-9.18235882992865	4.2174978147985e-20	6.25169095513994e-19	ZNF449	203523
ENSG00000173281.5	1498.77774705767	-0.320316397027171	0.0611399995065346	-5.23906443592523	1.61392684154429e-07	8.80341643233011e-07	PPP1R3B	79660
ENSG00000173320.12	64.8606513051692	0.956875822676296	0.267205476532055	3.58104869366892	0.000342217861117202	0.00124156687648332	STOX2	56977
ENSG00000173327.8	6415.40301434184	-0.161032641472603	0.0434093864718971	-3.70962721569111	0.000207564642185935	0.000777391846922464	MAP3K11	4296
ENSG00000173334.4	2813.23285884831	0.125665961778524	0.0547706276556925	2.29440426661721	0.0217672883149329	0.0544652381300925	TRIB1	10221
ENSG00000173335.5	29.0198959766865	1.72712071211236	0.40552860949649	4.25893678440288	2.0540154303635e-05	8.82343642569416e-05	CST9	128822
ENSG00000173338.13	33.5490378787839	1.03905392132042	0.374424642836961	2.77506820450615	0.00551901322506218	0.016042581472144	KCNK7	10089
ENSG00000173349.6	5177.20384801807	-0.433043663780707	0.0501045493422777	-8.64280129180423	5.48512689968086e-18	6.96259391401454e-17	SFT2D3	84826
ENSG00000173376.14	4575.73778277825	0.118940922293782	0.0437845076768292	2.71650701594449	0.00659747968565832	0.0188429706993275	NDNF	79625
ENSG00000173391.9	32.9059705907514	1.10446472437361	0.356834378507032	3.09517465496068	0.00196697034096569	0.00625466971882715	OLR1	4973
ENSG00000173402.13	19772.3845083092	-0.158125400073744	0.0341155985987284	-4.63498829182608	3.56957683004488e-06	1.67762065384393e-05	DAG1	1605
ENSG00000173406.16	20.4198208887546	1.72921387274042	0.477780297106262	3.61926576548599	0.000295440097429548	0.00108075788623438	DAB1	1600
ENSG00000173409.14	2504.07834064705	-0.643451936906973	0.0514556209047821	-12.5049882907384	7.01101544470187e-36	2.72401900700547e-34	ARV1	64801
ENSG00000173418.12	8143.10006112544	-0.200236403125921	0.0404718902846323	-4.94754264546801	7.51562417187541e-07	3.82345766466733e-06	NAA20	51126
ENSG00000173456.5	13417.6043247371	-0.388472314051152	0.0407395627089002	-9.53550524896244	1.49157466164102e-21	2.4335931503467e-20	RNF26	79102
ENSG00000173457.11	11884.1600215401	-0.34682993906528	0.0358915541386274	-9.66327447749086	4.3183564397552e-22	7.30872480336706e-21	PPP1R14B	26472
ENSG00000173465.8	2582.3807428685	-0.441167577880561	0.0552881169521081	-7.97942853186176	1.47012337242659e-15	1.58336944625987e-14	ZNRD2	10534
ENSG00000173473.11	41959.0680152308	-0.15172953489187	0.0344569181616897	-4.40345634452497	1.06539730566142e-05	4.73599083700571e-05	SMARCC1	6599
ENSG00000173480.11	1149.76949082968	0.21105947264681	0.0793462466171818	2.65998054911278	0.00781451642721944	0.0219225607941647	ZNF417	147687
ENSG00000173511.10	4305.48957017106	-0.672946151500491	0.0515913194197777	-13.0437864173428	6.89460897311028e-39	3.09831443752831e-37	VEGFB	7423
ENSG00000173530.6	17088.4812158948	0.492724048422933	0.0372691374289186	13.2206990130286	6.66417270727568e-40	3.15333327935645e-38	TNFRSF10D	8793
ENSG00000173540.14	4070.14616920898	-0.436803399843713	0.0473562618639537	-9.22377279479055	2.86826417854773e-20	4.28213359009248e-19	GMPPB	29925
ENSG00000173546.7	65.918532073524	2.26184775870246	0.288209068172009	7.84794098620291	4.22923122507063e-15	4.41219696552815e-14	CSPG4	1464
ENSG00000173548.9	2344.48970999584	0.306601052712089	0.0540415418056743	5.67343274206689	1.39964067791942e-08	8.45433786853724e-08	SNX33	257364
ENSG00000173559.15	4503.61725953048	0.375081345410583	0.111408094985292	3.36673331915515	0.00076064206761324	0.00260234105761751	NABP1	64859
ENSG00000173581.8	3805.76092810751	-0.240991116755869	0.048981213208716	-4.92007243121912	8.65121913272491e-07	4.37343107829703e-06	CCDC106	29903
ENSG00000173588.16	9426.55542185856	-0.111638104965351	0.0457723047697079	-2.43898806335033	0.0147284547542896	0.0386623482459014	CEP83	51134
ENSG00000173598.14	5446.8592831998	0.247933704554146	0.0462795096022111	5.3573105394855	8.44698679863756e-08	4.74917142011481e-07	NUDT4	11163
ENSG00000173599.15	6227.41689982193	-0.280956707514283	0.0449462200193045	-6.25095296987403	4.07955720546948e-10	2.86026251323624e-09	PC	5091
ENSG00000173614.14	924.441570921094	0.426869416551098	0.0755290987871133	5.65172130220001	1.58849000532276e-08	9.51785476944063e-08	NMNAT1	64802
ENSG00000173621.9	3225.14516249582	-0.22246020076137	0.0641767810382431	-3.46636582830176	0.000527544958986622	0.0018585293627196	LRFN4	78999
ENSG00000173626.10	233.091375696545	2.41787125555568	0.157165220927739	15.3842640329908	2.08736398997455e-53	1.96055506049352e-51	TRAPPC3L	100128327
ENSG00000173638.19	9239.65476851996	-0.260163665063198	0.0416654922382642	-6.24410395958967	4.26236441711813e-10	2.98041519951272e-09	SLC19A1	6573
ENSG00000173641.18	14.0121063420645	1.91199012576426	0.58217456955484	3.28422130706648	0.00102264584709165	0.00342235118333891	HSPB7	27129
ENSG00000173653.8	2079.36050602598	-0.365849225814823	0.057060697865066	-6.41157994036392	1.44019206448432e-10	1.05195906587754e-09	RCE1	9986
ENSG00000173674.11	21807.4916575035	-0.0992039429713178	0.0384363752155084	-2.5809911162302	0.00985171169223922	0.0270196410556091	EIF1AX	1964
ENSG00000173681.17	1586.32357031861	-0.379945433027201	0.0588573353014288	-6.4553624638521	1.0796019034432e-10	7.98644955865494e-10	BCLAF3	256643
ENSG00000173692.14	25771.3209718946	-0.386045942965119	0.0336706057091172	-11.4653697144684	1.9691682910693e-30	5.73460676347994e-29	PSMD1	5707
ENSG00000173698.18	14.4863556591649	2.6040800175484	0.682956973072533	3.81294886826177	0.000137318529423729	0.000527695250618747	ADGRG2	10149
