chr	start	end	n_bases_covered	log2_mean_cov
chr4	114500000	114999999	137678	-1.860627164376093
chr4	115000000	115499999	52725	-3.245366114362791
chr4	115500000	115999999	19105	-4.709903046686334
chr4	116000000	116499999	83071	-2.589508382839382
chr4	116500000	116999999	18686	-4.741895531327453
chr4	117000000	117499999	33223	-3.9116709514395014
chr4	117500000	117999999	15255	-5.034571124465188
chr4	118000000	118499999	75514	-2.727109165133887
chr4	118500000	118999999	36454	-3.777776178072458
chr4	119000000	119499999	193792	-1.3674161939454752
chr4	119500000	119999999	35682	-3.808656822833847
chr4	120000000	120499999	26899	-4.216300764382662
chr4	120500000	120999999	1463	-8.41685162979272
chr4	121000000	121499999	10460	-5.578970452796903
chr4	121500000	121999999	19440	-4.684825085438064
chr4	122000000	122499999	37841	-3.7239030900179237
chr4	122500000	122999999	9002	-5.795535834545656
chr4	123000000	123499999	199718	-1.3239608449625455
chr4	123500000	123999999	4232	-6.8844417718171815
chr4	124000000	124499999	50462	-3.3086559174710013
chr4	124500000	124999999	11266	-5.471877927691659
chr4	125000000	125499999	54455	-3.1987887826383354
chr4	125500000	125999999	212812	-1.2323457059655412
chr4	126000000	126499999	55048	-3.183163155533022
chr4	126500000	126999999	108849	-2.1995970560028915
chr4	127000000	127499999	60972	-3.035706434412338
chr4	127500000	127999999	3480	-7.166694093195116
chr4	128000000	128499999	102433	-2.2872446380369973
chr4	128500000	128999999	12734	-5.29516763504737
chr4	129000000	129499999	4865	-6.683341594262733
chr4	129500000	129999999	106482	-2.231315635433003
chr4	130000000	130499999	37424	-3.739889537578779
chr4	130500000	130999999	139782	-1.838746615466826
chr4	131000000	131499999	56605	-3.142923810395151
chr4	131500000	131999999	12172	-5.360287065416611
chr4	132000000	132499999	22839	-4.45235382034582
chr4	132500000	132999999	37812	-3.7250091441925113
chr4	133000000	133499999	23858	-4.389380196429025
chr4	133500000	133999999	14700	-5.088037149320118
chr4	134000000	134499999	2184	-7.838808543011354
chr4	134500000	134999999	1081	-8.853414876196556
chr4	135000000	135499999	39156	-3.6746199111181865
chr4	135500000	135999999	13982	-5.160282564290202
chr4	136000000	136499999	107115	-2.222764685425658
chr4	136500000	136999999	2866	-7.446742789669061
chr4	137000000	137499999	56549	-3.1443517922408786
chr4	137500000	137999999	137457	-1.8629448315039188
chr4	138000000	138499999	26141	-4.257538973216045
chr4	138500000	138999999	195554	-1.3543581632156958
chr4	139000000	139499999	11121	-5.490566783390895
chr4	139500000	139999999	56715	-3.140122954335454
chr4	140000000	140499999	27954	-4.160798568101593
chr4	140500000	140999999	13867	-5.172197596984116
chr4	141000000	141499999	20054	-4.639963276948386
chr4	141500000	141999999	30103	-4.053946034358518
chr4	142000000	142499999	9994	-5.6447191811953195
chr4	142500000	142999999	70711	-2.8219186422321942
chr4	143000000	143499999	70563	-2.8249414057153963
chr4	143500000	143999999	97261	-2.3619918794962405
chr4	144000000	144499999	31768	-3.9762790384067386
chr4	144500000	144999999	47231	-3.404119223058682
chr4	145000000	145499999	23115	-4.435023941807903
chr4	145500000	145999999	120379	-2.054341472200027
chr4	146000000	146499999	15926	-4.972469341649241
chr4	146500000	146999999	26456	-4.240258353740092
chr4	147000000	147499999	74312	-2.7502581065034093
chr4	147500000	147999999	20506	-4.607807204224898
chr4	148000000	148499999	50502	-3.307512781211447
chr4	148500000	148999999	31116	-4.006196692356756
chr4	149000000	149499999	19444	-4.684528265142625
chr4	149500000	149999999	10326	-5.597571801169847
chr4	150000000	150499999	51840	-3.26978758615922
chr4	150500000	150999999	37603	-3.7330055384238214
chr4	151000000	151499999	96054	-2.380007610740774
chr4	151500000	151999999	45608	-3.454566397798146
chr4	152000000	152499999	9812	-5.671234165373605
chr4	152500000	152999999	78191	-2.6768507454757433
chr4	153000000	153499999	133849	-1.901318849002295
chr4	153500000	153999999	45941	-3.4440710441104314
chr4	154000000	154499999	23144	-4.433215076001607
chr4	154500000	154999999	3981	-6.972650527839857
chr4	155000000	155499999	151682	-1.7208753173933502
chr4	155500000	155999999	73699	-2.7622082604322213
chr4	156000000	156499999	411215	-0.28203231842827364
chr4	156500000	156999999	1709	-8.192629002255067
chr4	157000000	157499999	22967	-4.444290883355183
chr4	157500000	157999999	96163	-2.3783713998300566
chr4	158000000	158499999	3663	-7.092755698222647
chr4	158500000	158999999	208444	-1.2622653643081643
chr4	159000000	159499999	54719	-3.1918114394398103
chr4	159500000	159999999	43727	-3.515328932262404
chr4	160000000	160499999	93609	-2.417206060564905
chr4	160500000	160999999	123583	-2.0164449088289333
chr4	161000000	161499999	81700	-2.613517226010799
chr4	161500000	161999999	31064	-4.00860969202273
chr4	162000000	162499999	46249	-3.434431132496328
chr4	162500000	162999999	22978	-4.44360007278807
chr4	163000000	163499999	168742	-1.5671061033837475
chr4	163500000	163999999	37708	-3.72898267118141
chr4	164000000	164499999	45091	-3.4710137988631176
chr4	164500000	164999999	120782	-2.049519741964419
chr4	165000000	165499999	4218	-6.889222304137515
chr4	165500000	165999999	24326	-4.361354191445787
chr4	166000000	166499999	348164	-0.5221581728078271
chr4	166500000	166999999	14010	-5.157396348613027
chr4	167000000	167499999	95802	-2.3837975298403093
chr4	167500000	167999999	124257	-2.0085980814024325
chr4	168000000	168499999	69399	-2.8489384298409743
chr4	168500000	168999999	67495	-2.889072672475821
chr4	169000000	169499999	32448	-3.9457237469278663
chr4	169500000	169999999	3559	-7.1343094664214215
chr4	170000000	170499999	61684	-3.01895698217272
chr4	170500000	170999999	17581	-4.829836171670056
chr4	171000000	171499999	92186	-2.439305634683521
chr4	171500000	171999999	60124	-3.055912310626537
chr4	172000000	172499999	9906	-5.657478778296793
chr4	172500000	172999999	32446	-3.945812673179375
chr4	173000000	173499999	88314	-2.5012111447689156
chr4	173500000	173999999	45207	-3.4673071228170653
chr4	174000000	174499999	89381	-2.483885118599714
chr4	174500000	174999999	23652	-4.401891122166565
chr4	175000000	175499999	148173	-1.754642624973887
chr4	175500000	175999999	81044	-2.625147922965434
chr4	176000000	176499999	77848	-2.683193329009955
chr4	176500000	176999999	46667	-3.421450578117535
chr4	177000000	177499999	16849	-4.891190335399106
chr4	177500000	177999999	158047	-1.6615715587897857
chr4	178000000	178499999	17865	-4.806717390458575
chr4	178500000	178999999	19667	-4.668076398377337
chr4	179000000	179499999	105609	-2.2431924230736624
chr4	179500000	179999999	116750	-2.098502659559458
chr4	180000000	180499999	65713	-2.927674497300587
chr4	180500000	180999999	87000	-2.5228379034203914
chr4	181000000	181499999	76345	-2.7113196294999367
chr4	181500000	181999999	49259	-3.3434659641958127
chr4	182000000	182499999	108995	-2.1976632546816997
chr4	182500000	182999999	50360	-3.311575021324828
chr4	183000000	183499999	15145	-5.045011726248473
chr4	183500000	183999999	1165	-8.745451444389564
chr4	184000000	184499999	76306	-2.712056802631051
chr4	184500000	184999999	33995	-3.8785307346558113
chr4	185000000	185499999	16451	-4.925678021260648
chr4	185500000	185999999	80134	-2.6414388117617964
chr4	186000000	186499999	101105	-2.306070864114639
chr4	186500000	186999999	52865	-3.2415404220797903
chr4	187000000	187499999	1322	-8.563059222423515
chr4	187500000	187999999	112980	-2.14585780370846
chr4	188000000	188499999	3390	-7.204496125907501
chr4	188500000	188999999	38754	-3.6895080783216607
chr4	189000000	189499999	17870	-4.806313670002354
chr4	189500000	189999999	11353	-5.460779728166906
chr4	190000000	190499999	10884	-5.521644442681528
chr4	190000000	190214554	10884	-4.301060031157002
chr5	0	499999	47143	-3.406809735284378
chr5	500000	999999	37296	-3.7448323948023408
chr5	1000000	1499999	3982	-6.972288178210705
chr5	1500000	1999999	21939	-4.51035553652215
chr5	2000000	2499999	32985	-3.9220431994677205
chr5	2500000	2999999	24609	-4.3446672700864095
chr5	3000000	3499999	23772	-4.394590018320565
chr5	3500000	3999999	99297	-2.3321031732394166
chr5	4000000	4499999	30566	-4.03192553716642
chr5	4500000	4999999	52561	-3.249860580446842
chr5	5000000	5499999	3969	-6.977005836931374
chr5	5500000	5999999	1582	-8.304031799458414
chr5	6000000	6499999	76422	-2.709865290178542
chr5	6500000	6999999	11575	-5.432841110896246
chr5	7000000	7499999	25184	-4.311345858423721
chr5	7500000	7999999	68112	-2.8759443091494994
chr5	8000000	8499999	66000	-2.9213872799106664
chr5	8500000	8999999	36168	-3.789139481612227
chr5	9000000	9499999	75849	-2.7207231444045203
chr5	9500000	9999999	48109	-3.3775464926987837
chr5	10000000	10499999	49510	-3.336133355081684
chr5	10500000	10999999	122586	-2.028130984820308
chr5	11000000	11499999	32808	-3.9298056556039906
chr5	11500000	11999999	72544	-2.784997008190421
chr5	12000000	12499999	2065	-7.9196396176244
chr5	12500000	12999999	16548	-4.9171964416960705
chr5	13000000	13499999	168943	-1.5653886345150365
chr5	13500000	13999999	159542	-1.6479889408940276
chr5	14000000	14499999	45311	-3.463991973337985
chr5	14500000	14999999	10841	-5.527355463880009
chr5	15000000	15499999	43278	-3.530219474735324
chr5	15500000	15999999	12764	-5.291772790651895
chr5	16000000	16499999	60357	-3.050332204824037
chr5	16500000	16999999	93137	-2.424498891568879
chr5	17000000	17499999	19643	-4.669838020625286
chr5	17500000	17999999	65638	-2.929322024001193
chr5	18000000	18499999	39683	-3.6553322080541766
chr5	18500000	18999999	27956	-4.160695352573673
chr5	19000000	19499999	15170	-5.042632218796811
chr5	19500000	19999999	61923	-3.0133779365770983
chr5	20000000	20499999	9206	-5.763206956707321
chr5	20500000	20999999	130522	-1.937632210240556
chr5	21000000	21499999	17773	-4.814166082226097
chr5	21500000	21999999	48405	-3.368697225835746
chr5	22000000	22499999	183828	-1.443568680165896
chr5	22500000	22999999	42034	-3.5722965529697177
chr5	23000000	23499999	824	-9.24506515674799
chr5	23500000	23999999	58529	-3.0947016747375033
chr5	24000000	24499999	2758	-7.502158942417227
chr5	24500000	24999999	2475	-7.658352874076873
chr5	25000000	25499999	21103	-4.566405197512423
chr5	25500000	25999999	360352	-0.4725183569829893
chr5	26000000	26499999	21792	-4.520054695919136
chr5	26500000	26999999	45411	-3.460811497543406
chr5	27000000	27499999	9983	-5.646307973011273
chr5	27500000	27999999	183945	-1.4426507480421216
chr5	28000000	28499999	52283	-3.2575113789915737
chr5	28500000	28999999	20377	-4.616911637750837
chr5	29000000	29499999	11376	-5.4578599343117915
chr5	29500000	29999999	3088	-7.339108646663126
chr5	30000000	30499999	21956	-4.509238059956649
chr5	30500000	30999999	11556	-5.435211195366591
chr5	31000000	31499999	11594	-5.430474913656695
chr5	31500000	31999999	1366	-8.515823915641116
chr5	32000000	32499999	11502	-5.4419685615419
chr5	32500000	32999999	135942	-1.8789339562554657
chr5	33000000	33499999	13487	-5.212283828330482
chr5	33500000	33999999	49645	-3.3322048804537903
chr5	34000000	34499999	17685	-4.821327085342926
chr5	34500000	34999999	10062	-5.634936209645704
chr5	35000000	35499999	49945	-3.323513047510477
chr5	35500000	35999999	218784	-1.1924179739447536
chr5	36000000	36499999	4100	-6.930157489538399
chr5	36500000	36999999	96398	-2.3748500896694007
chr5	37000000	37499999	24007	-4.380398173847074
chr5	37500000	37999999	17665	-4.822959555153192
chr5	38000000	38499999	14994	-5.059467997123347
chr5	38500000	38999999	69742	-2.8418255673289545
chr5	39000000	39499999	60759	-3.0407551788951697
chr5	39500000	39999999	60444	-3.0482541675518644
chr5	40000000	40499999	13690	-5.190730857785945
chr5	40500000	40999999	13262	-5.2365549442779695
chr5	41000000	41499999	66868	-2.9025373369542455
chr5	41500000	41999999	51032	-3.2924511207517932
chr5	42000000	42499999	19142	-4.707111730600638
chr5	42500000	42999999	24239	-4.366523123920739
chr5	43000000	43499999	36956	-3.7580446919042414
chr5	43500000	43999999	44509	-3.4897562167851843
chr5	44000000	44499999	18847	-4.7295184057986495
chr5	44500000	44999999	22563	-4.4698944016549556
chr5	45000000	45499999	4409	-6.8253299223154595
chr5	45500000	45999999	113520	-2.1389787149832933
chr5	46000000	46499999	15427	-5.0183957678084505
chr5	46500000	46999999	10473	-5.577178541657298
chr5	47000000	47499999	7644	-6.031453620953751
chr5	47500000	47999999	0	-inf
chr5	48000000	48499999	0	-inf
chr5	48500000	48999999	0	-inf
chr5	49000000	49499999	0	-inf
chr5	49500000	49999999	21307	-4.552525826690656
chr5	50000000	50499999	30298	-4.044630741221926
chr5	50500000	50999999	46735	-3.4193499104634544
chr5	51000000	51499999	18953	-4.721427079068961
chr5	51500000	51999999	11943	-5.387688027118701
chr5	52000000	52499999	9988	-5.645585578002994
chr5	52500000	52999999	13117	-5.252415506683757
chr5	53000000	53499999	132543	-1.91546473040169
chr5	53500000	53999999	16561	-4.916063514909072
chr5	54000000	54499999	164724	-1.6018744409602976
chr5	54500000	54999999	36946	-3.7584351265473344
chr5	55000000	55499999	21749	-4.522904235751762
chr5	55500000	55999999	860	-9.183372834341746
chr5	56000000	56499999	38324	-3.705605156695045
chr5	56500000	56999999	81682	-2.613835113058834
chr5	57000000	57499999	8752	-5.83616866113865
chr5	57500000	57999999	105366	-2.2465158030946517
chr5	58000000	58499999	11728	-5.413896295797395
chr5	58500000	58999999	18782	-4.734502607926223
chr5	59000000	59499999	83271	-2.5860391550169703
chr5	59500000	59999999	60146	-3.055384509990409
chr5	60000000	60499999	42356	-3.5612869533103457
chr5	60500000	60999999	6748	-6.211321425643641
chr5	61000000	61499999	20944	-4.577316301985966
chr5	61500000	61999999	124927	-2.0008398946266377
chr5	62000000	62499999	13079	-5.256601065548254
chr5	62500000	62999999	78641	-2.668571637257331
chr5	63000000	63499999	108874	-2.1992657416614505
chr5	63500000	63999999	43594	-3.5197237190563455
chr5	64000000	64499999	1571	-8.31409821863701
chr5	64500000	64999999	116489	-2.101731481178854
chr5	65000000	65499999	30258	-4.046536673252727
chr5	65500000	65999999	101551	-2.29972076318443
chr5	66000000	66499999	1201849	1.2652585329930484
chr5	66500000	66999999	238060	-1.0705999771664376
chr5	67000000	67499999	33224	-3.911627527506412
chr5	67500000	67999999	46320	-3.432218051054608
chr5	68000000	68499999	102429	-2.2873009762565233
chr5	68500000	68999999	198167	-1.3352084735098388
chr5	69000000	69499999	13101	-5.254176367429796
chr5	69500000	69999999	786	-9.3131801816726
chr5	70000000	70499999	2309	-7.758513226157092
chr5	70500000	70999999	7426	-6.073196084076467
chr5	71000000	71499999	9395	-5.733888237623789
chr5	71500000	71999999	33512	-3.8991755150646834
chr5	72000000	72499999	31988	-3.9663225113743152
chr5	72500000	72999999	219314	-1.1889272995079982
chr5	73000000	73499999	54895	-3.1871785541259077
chr5	73500000	73999999	12950	-5.2709012064699285
chr5	74000000	74499999	148932	-1.7472714402537581
chr5	74500000	74999999	86499	-2.5311698502841895
chr5	75000000	75499999	14986	-5.0602379477972
chr5	75500000	75999999	145169	-1.7841918024496775
chr5	76000000	76499999	81375	-2.6192676661034846
chr5	76500000	76999999	5479	-6.511868795625228
chr5	77000000	77499999	28609	-4.127384233852944
chr5	77500000	77999999	410318	-0.28518276513202173
chr5	78000000	78499999	122012	-2.034902164254431
chr5	78500000	78999999	76973	-2.699500827367491
chr5	79000000	79499999	16966	-4.881206837343607
chr5	79500000	79999999	74049	-2.755373051714121
chr5	80000000	80499999	12558	-5.315246586954341
chr5	80500000	80999999	158327	-1.659017905727788
chr5	81000000	81499999	38295	-3.7066972659155697
chr5	81500000	81999999	87873	-2.508433355734763
chr5	82000000	82499999	27882	-4.164519253699326
chr5	82500000	82999999	1226681	1.2947630084335346
chr5	83000000	83499999	3801	-7.039402374069241
chr5	83500000	83999999	24089	-4.375478799762849
chr5	84000000	84499999	15874	-4.97718759378716
chr5	84500000	84999999	117382	-2.0907140148599836
chr5	85000000	85499999	55151	-3.1804662593273605
chr5	85500000	85999999	69811	-2.840398927042709
chr5	86000000	86499999	40687	-3.6192853951837356
chr5	86500000	86999999	26960	-4.213032807861986
chr5	87000000	87499999	57622	-3.117233568562788
chr5	87500000	87999999	19721	-4.664120595543081
chr5	88000000	88499999	126316	-1.9848878177270934
chr5	88500000	88999999	29330	-4.091476233286889
chr5	89000000	89499999	28232	-4.1465219691514825
chr5	89500000	89999999	22826	-4.453175238764224
chr5	90000000	90499999	20205	-4.629140952860385
chr5	90500000	90999999	1229	-8.668296483558546
chr5	91000000	91499999	11436	-5.450270779300109
chr5	91500000	91999999	27130	-4.203964256761979
chr5	92000000	92499999	18391	-4.7648533767897465
chr5	92500000	92999999	34160	-3.871545329423354
chr5	93000000	93499999	37692	-3.729594955558086
chr5	93500000	93999999	16019	-4.964069215316202
chr5	94000000	94499999	66396	-2.9127569747672264
chr5	94500000	94999999	9942	-5.652245295988599
chr5	95000000	95499999	44071	-3.504023671694865
chr5	95500000	95999999	4322	-6.8540823270716995
chr5	96000000	96499999	31029	-4.010236101820255
chr5	96500000	96999999	144465	-1.7912052008006114
chr5	97000000	97499999	24096	-4.375059629259279
chr5	97500000	97999999	73196	-2.772088493821086
chr5	98000000	98499999	14717	-5.086369690474867
chr5	98500000	98999999	121171	-2.044880751297181
chr5	99000000	99499999	740	-9.400184223414895
chr5	99500000	99999999	20575	-4.602960873734856
chr5	100000000	100499999	21106	-4.566200118731596
chr5	100500000	100999999	464	-10.073584688803635
chr5	101000000	101499999	141568	-1.8204300136965
chr5	101500000	101999999	2051	-7.929453907451355
chr5	102000000	102499999	168274	-1.571112926283174
chr5	102500000	102999999	1656	-8.238078726431882
chr5	103000000	103499999	60958	-3.0360377348414564
chr5	103500000	103999999	25689	-4.282702573081157
chr5	104000000	104499999	28707	-4.122450733546387
chr5	104500000	104999999	38249	-3.708431274586925
chr5	105000000	105499999	27922	-4.162451021618512
chr5	105500000	105999999	2311	-7.757264139463576
chr5	106000000	106499999	2945	-7.407513765213384
chr5	106500000	106999999	13724	-5.1871522733735524
chr5	107000000	107499999	227941	-1.1332647623961223
chr5	107500000	107999999	23922	-4.38551529321272
chr5	108000000	108499999	28038	-4.156469861345251
chr5	108500000	108999999	44179	-3.5004925409934273
chr5	109000000	109499999	20047	-4.6404669484472905
chr5	109500000	109999999	85023	-2.5560001396323284
chr5	110000000	110499999	77937	-2.6815449049305076
chr5	110500000	110999999	20889	-4.581109875144412
chr5	111000000	111499999	50131	-3.318150291473319
chr5	111500000	111999999	126881	-1.9784491628373784
chr5	112000000	112499999	81730	-2.612987569867951
chr5	112500000	112999999	10070	-5.63378962103706
chr5	113000000	113499999	21213	-4.558904639238727
chr5	113500000	113999999	64122	-2.9630338797457707
chr5	114000000	114499999	109449	-2.1916664363517957
chr5	114500000	114999999	19111	-4.709450033795583
chr5	115000000	115499999	48494	-3.36604704585978
chr5	115500000	115999999	101713	-2.297421126789304
chr5	116000000	116499999	67212	-2.8951344702626924
chr5	116500000	116999999	54710	-3.1920487486612648
chr5	117000000	117499999	172269	-1.537262099168054
chr5	117500000	117999999	105234	-2.2483243099354415
chr5	118000000	118499999	64894	-2.945768209368455
chr5	118500000	118999999	187307	-1.416520392793429
chr5	119000000	119499999	16131	-4.954017426934583
chr5	119500000	119999999	102326	-2.28875244363701
chr5	120000000	120499999	17176	-4.863459208072434
chr5	120500000	120999999	81832	-2.6111881920999274
chr5	121000000	121499999	6675	-6.227013562468929
chr5	121500000	121999999	76343	-2.711357424088666
chr5	122000000	122499999	202507	-1.3039534314193948
chr5	122500000	122999999	78929	-2.663297833430967
chr5	123000000	123499999	127372	-1.9728770425819484
chr5	123500000	123999999	38736	-3.6901783199322704
chr5	124000000	124499999	4688	-6.736808829508959
chr5	124500000	124999999	79484	-2.6531888269255908
chr5	125000000	125499999	147049	-1.7656282362177105
chr5	125500000	125999999	70216	-2.832053491935984
chr5	126000000	126499999	110030	-2.184028277104776
chr5	126500000	126999999	78229	-2.6761497812431347
chr5	127000000	127499999	64734	-2.94932965170755
chr5	127500000	127999999	63785	-2.9706361118955207
chr5	128000000	128499999	30043	-4.056824421322483
chr5	128500000	128999999	4011	-6.961819433116698
chr5	129000000	129499999	146605	-1.769990901710294
chr5	129500000	129999999	67424	-2.8905910851139005
chr5	130000000	130499999	42176	-3.567431028923155
chr5	130500000	130999999	65192	-2.9391583685827087
chr5	131000000	131499999	25352	-4.301753739548974
chr5	131500000	131999999	40630	-3.6213079398127563
chr5	132000000	132499999	3822	-7.031453620953751
chr5	132500000	132999999	8094	-5.948928550261783
chr5	133000000	133499999	98106	-2.3495119324067497
chr5	133500000	133999999	45997	-3.442313535087368
chr5	134000000	134499999	12018	-5.378656477397343
chr5	134500000	134999999	15405	-5.020454622004493
chr5	135000000	135499999	217481	-1.2010358425703518
chr5	135500000	135999999	20087	-4.637591191196916
chr5	136000000	136499999	26822	-4.220436487627678
chr5	136500000	136999999	4282	-6.867496603545698
chr5	137000000	137499999	50725	-3.3011563443998235
chr5	137500000	137999999	11810	-5.403844339646687
chr5	138000000	138499999	25738	-4.279953352695136
chr5	138500000	138999999	107168	-2.222051023224491
chr5	139000000	139499999	58867	-3.0863941979712095
chr5	139500000	139999999	21549	-4.536232383026323
chr5	140000000	140499999	175231	-1.5126671857537803
chr5	140500000	140999999	2770	-7.495895422994656
chr5	141000000	141499999	53707	-3.2187431676211515
chr5	141500000	141999999	11271	-5.47123778256828
chr5	142000000	142499999	20312	-4.621521004283701
chr5	142500000	142999999	23013	-4.441404237247246
chr5	143000000	143499999	43353	-3.5277214739019174
chr5	143500000	143999999	35632	-3.810679841143417
chr5	144000000	144499999	73060	-2.7747715506818262
chr5	144500000	144999999	93145	-2.424374976640607
chr5	145000000	145499999	94117	-2.4093979693072356
chr5	145500000	145999999	107624	-2.2159253767665232
chr5	146000000	146499999	3513	-7.153077822708836
chr5	146500000	146999999	44333	-3.4954723118610005
chr5	147000000	147499999	84855	-2.5588536326789137
chr5	147500000	147999999	18076	-4.789777842260204
chr5	148000000	148499999	131122	-1.9310154443916379
chr5	148500000	148999999	108244	-2.2076381513797902
chr5	149000000	149499999	29826	-4.067282795267443
chr5	149500000	149999999	15336	-5.026931062263056
chr5	150000000	150499999	17366	-4.847587815429552
chr5	150500000	150999999	5094	-6.616982439657012
chr5	151000000	151499999	5642	-6.4695747333456355
chr5	151500000	151999999	284172	-0.8151607993584583
chr5	152000000	152499999	148066	-1.7556848130456004
chr5	152500000	152999999	11711	-5.41598903183525
chr5	153000000	153499999	438332	-0.1899012042432657
chr5	153500000	153999999	8248	-5.921737066563098
chr5	154000000	154499999	188017	-1.4110620970229613
chr5	154500000	154999999	28664	-4.124613355720471
chr5	155000000	155499999	84751	-2.5606229132828706
chr5	155500000	155999999	33905	-3.882355259831656
chr5	156000000	156499999	9295	-5.749326534124363
chr5	156500000	156999999	63993	-2.9659392026692477
chr5	157000000	157499999	237598	-1.0734025173044779
chr5	157500000	157999999	132400	-1.9170220873492645
chr5	158000000	158499999	27442	-4.187467674003169
chr5	158500000	158999999	12849	-5.2821972213190085
chr5	159000000	159499999	685	-9.511605506083319
chr5	159500000	159999999	127158	-1.9753029791041465
chr5	160000000	160499999	174731	-1.5167896219683652
chr5	160500000	160999999	167679	-1.576223191390834
chr5	161000000	161499999	5601	-6.4800969709838485
chr5	161500000	161999999	1506	-8.375059629259278
chr5	162000000	162499999	25903	-4.27073410861353
chr5	162500000	162999999	38849	-3.6859758412341956
chr5	163000000	163499999	29833	-4.0669442423137365
chr5	163500000	163999999	21731	-4.5240987395337084
chr5	164000000	164499999	8602	-5.861109267986557
chr5	164500000	164999999	86660	-2.5284870677719757
chr5	165000000	165499999	33633	-3.89397583410815
chr5	165500000	165999999	24016	-4.3798574223105184
chr5	166000000	166499999	746	-9.388533863675969
chr5	166500000	166999999	119441	-2.065627060133336
chr5	167000000	167499999	239767	-1.0602921004190482
chr5	167500000	167999999	2359	-7.727605980691744
chr5	168000000	168499999	66330	-2.9141917785064626
chr5	168500000	168999999	64968	-2.944124010995087
chr5	169000000	169499999	47999	-3.380848955007738
chr5	169500000	169999999	63111	-2.985961821165044
chr5	170000000	170499999	6685	-6.224853838950492
chr5	170500000	170999999	115538	-2.1135577830034866
chr5	171000000	171499999	73311	-2.769823619599693
chr5	171500000	171999999	49463	-3.3375035605320345
chr5	172000000	172499999	15596	-5.0026772445335705
chr5	172500000	172999999	22974	-4.4438512383598905
chr5	173000000	173499999	40222	-3.635868484341079
chr5	173500000	173999999	46900	-3.4142653816411057
chr5	174000000	174499999	18650	-4.744677673901244
chr5	174500000	174999999	76175	-2.7145357094699967
chr5	175000000	175499999	101269	-2.3037325989373008
chr5	175500000	175999999	31139	-4.005130690029228
chr5	176000000	176499999	15574	-5.004713773001329
chr5	176500000	176999999	29509	-4.082698272784511
chr5	177000000	177499999	74385	-2.7488415783092184
chr5	177500000	177999999	8679	-5.848252575280451
chr5	178000000	178499999	1656	-8.238078726431882
chr5	178500000	178999999	109937	-2.185248193244898
chr5	179000000	179499999	18246	-4.776273082179253
chr5	179500000	179999999	10821	-5.53001947542248
chr5	180000000	180499999	38093	-3.7143273930966814
chr5	180500000	180999999	82811	-2.5940308870025675
chr5	181000000	181499999	17084	-4.871207501289065
chr5	181500000	181999999	0	-inf
chr5	181500000	181538258	0	-inf
chr6	0	499999	22221	-4.4919295613461125
chr6	500000	999999	11183	-5.482546040660822
chr6	1000000	1499999	17480	-4.838148119543246
chr6	1500000	1999999	90798	-2.461192784639352
chr6	2000000	2499999	122394	-2.0303923735423703
chr6	2500000	2999999	157057	-1.6706369644336443
chr6	3000000	3499999	36634	-3.7706700694804782
chr6	3500000	3999999	45104	-3.470597921360785
chr6	4000000	4499999	29286	-4.093642146816367
chr6	4500000	4999999	3083	-7.341446509824031
chr6	5000000	5499999	34997	-3.8366220471990857
chr6	5500000	5999999	98913	-2.3376931595045174
chr6	6000000	6499999	334010	-0.5820339129793763
chr6	6500000	6999999	42267	-3.5643215870619533
chr6	7000000	7499999	106532	-2.2306383583209892
chr6	7500000	7999999	211153	-1.2436364648208376
chr6	8000000	8499999	5299	-6.5600612718878715
chr6	8500000	8999999	68459	-2.8686130857351135
chr6	9000000	9499999	153918	-1.699763251433028
chr6	9500000	9999999	71468	-2.806555888718689
chr6	10000000	10499999	38765	-3.689098639460058
chr6	10500000	10999999	9987	-5.645730028069788
chr6	11000000	11499999	15404	-5.020548276134221
chr6	11500000	11999999	31502	-3.988409878991871
chr6	12000000	12499999	60006	-3.0587465413695067
chr6	12500000	12999999	34779	-3.8456368529270675
chr6	13000000	13499999	316733	-0.6586580217743087
chr6	13500000	13999999	16349	-4.934650909585727
chr6	14000000	14499999	103318	-2.2748335879294146
chr6	14500000	14999999	3487	-7.163795035154503
chr6	15000000	15499999	2091	-7.901588337341628
chr6	15500000	15999999	11449	-5.448631711128913
chr6	16000000	16499999	1872	-8.061200964347803
chr6	16500000	16999999	27228	-4.198762289537713
chr6	17000000	17499999	80733	-2.6306948018225302
chr6	17500000	17999999	59173	-3.078914264534553
chr6	18000000	18499999	451127	-0.1483915753980755
chr6	18500000	18999999	7196	-6.118586212679725
chr6	19000000	19499999	12358	-5.338408025828205
chr6	19500000	19999999	9187	-5.7661875705851
chr6	20000000	20499999	47519	-3.3953488283066515
chr6	20500000	20999999	34946	-3.8387259735426875
chr6	21000000	21499999	11009	-5.505169876402486
chr6	21500000	21999999	77736	-2.6852704304148642
chr6	22000000	22499999	152447	-1.7136174496203878
chr6	22500000	22999999	29455	-4.08534075138122
chr6	23000000	23499999	23930	-4.385032907505345
chr6	23500000	23999999	124011	-2.0114571135467942
chr6	24000000	24499999	10313	-5.599389237868512
chr6	24500000	24999999	25843	-4.274079748517924
chr6	25000000	25499999	22498	-4.474056548198509
chr6	25500000	25999999	6821	-6.19579813666457
chr6	26000000	26499999	124723	-2.0031976743490274
chr6	26500000	26999999	20678	-4.595756651108814
chr6	27000000	27499999	19826	-4.656459668785096
chr6	27500000	27999999	173700	-1.5253274554460896
chr6	28000000	28499999	36333	-3.7825728110083845
