chr	start	end	n_bases_covered	log2_mean_cov
chr2	241000000	241499999	612	-9.674177841238555
chr2	241500000	241999999	1140	-8.776747574879103
chr2	242000000	242499999	445	-10.133904158077447
chr2	242000000	242193528	445	-8.764521261923061
chr3	0	499999	1137	-8.78054914503896
chr3	500000	999999	3621	-7.109393222455029
chr3	1000000	1499999	6568	-6.2503272721534024
chr3	1500000	1999999	2340	-7.73927286946044
chr3	2000000	2499999	3448	-7.180021624842109
chr3	2500000	2999999	2972	-7.3943472833926105
chr3	3000000	3499999	3255	-7.263123855878209
chr3	3500000	3999999	2746	-7.508449773784106
chr3	4000000	4499999	1052	-8.892646694638904
chr3	4500000	4999999	568	-9.781818564426525
chr3	5000000	5499999	3705	-7.076307856738011
chr3	5500000	5999999	647	-9.5939437819387
chr3	6000000	6499999	2000	-7.96578139926912
chr3	6500000	6999999	1030	-8.923137061860626
chr3	7000000	7499999	3981	-6.972650527839857
chr3	7500000	7999999	2500	-7.643853304381758
chr3	8000000	8499999	3021	-7.370755215203266
chr3	8500000	8999999	1532	-8.35036510200625
chr3	9000000	9499999	319	-10.614153070166337
chr3	9500000	9999999	554	-9.817823517882019
chr3	10000000	10499999	2233	-7.806798148108733
chr3	10500000	10999999	274	-10.83353360097068
chr3	11000000	11499999	3733	-7.065445890628137
chr3	11500000	11999999	849	-9.20194494037817
chr3	12000000	12499999	398	-10.294941063387558
chr3	12500000	12999999	302	-10.693160944606127
chr3	13000000	13499999	2878	-7.4407148071909095
chr3	13500000	13999999	3025	-7.368846256881888
chr3	14000000	14499999	2058	-7.924538417037239
chr3	14500000	14999999	997	-8.970115989533012
chr3	15000000	15499999	1060	-8.881717134480645
chr3	15500000	15999999	412	-10.24506515674799
chr3	16000000	16499999	6596	-6.24419000049374
chr3	16500000	16999999	1705	-8.196009660019673
chr3	17000000	17499999	336	-10.539248261152446
chr3	17500000	17999999	661	-9.563059222423515
chr3	18000000	18499999	5825	-6.423523349502202
chr3	18500000	18999999	1065	-8.874927968818007
chr3	19000000	19499999	567	-9.784360758988978
chr3	19500000	19999999	578	-9.756640001430528
chr3	20000000	20499999	738	-9.404088677870812
chr3	20500000	20999999	571	-9.774218748568364
chr3	21000000	21499999	571	-9.774218748568364
chr3	21500000	21999999	669	-9.545703283289747
chr3	22000000	22499999	11246	-5.474441352390403
chr3	22500000	22999999	4545	-6.781501104849737
chr3	23000000	23499999	1212	-8.688391700458256
chr3	23500000	23999999	2982	-7.389501141647765
chr3	24000000	24499999	2330	-7.745451444389564
chr3	24500000	24999999	823	-9.246817063509582
chr3	25000000	25499999	1518	-8.363609608515741
chr3	25500000	25999999	4211	-6.891618523762113
chr3	26000000	26499999	1905	-8.035990401550523
chr3	26500000	26999999	6399	-6.287934932869479
chr3	27000000	27499999	872	-9.16338135915428
chr3	27500000	27999999	166	-11.556526252584282
chr3	28000000	28499999	512	-9.931565683931208
chr3	28500000	28999999	1363	-8.518995837125997
chr3	29000000	29499999	6318	-6.306313462184334
chr3	29500000	29999999	1318	-8.567431028923155
chr3	30000000	30499999	639	-9.611893562984212
chr3	30500000	30999999	1898	-8.041301406910097
chr3	31000000	31499999	18723	-4.7390416868558445
chr3	31500000	31999999	1160	-8.751656593916273
chr3	32000000	32499999	3862	-7.016433234980557
chr3	32500000	32999999	843	-9.212176862989125
chr3	33000000	33499999	2387	-7.71058283284943
chr3	33500000	33999999	1304	-8.582837529700129
chr3	34000000	34499999	2617	-7.577867474883172
chr3	34500000	34999999	689	-9.503205511226916
chr3	35000000	35499999	880	-9.150205970406548
chr3	35500000	35999999	1541	-8.341914537416422
chr3	36000000	36499999	1720	-8.183372834341746
chr3	36500000	36999999	6811	-6.197914767092491
chr3	37000000	37499999	312	-10.646163465068959
chr3	37500000	37999999	1017	-8.941461720073708
chr3	38000000	38499999	1519	-8.362659529429123
chr3	38500000	38999999	1843	-8.083725328300494
chr3	39000000	39499999	3253	-7.264010576890075
chr3	39500000	39999999	2031	-7.943591159635054
chr3	40000000	40499999	931	-9.068928326372413
chr3	40500000	40999999	2982	-7.389501141647765
chr3	41000000	41499999	2887	-7.436210291695225
chr3	41500000	41999999	973	-9.005269689150095
chr3	42000000	42499999	4304	-6.860103321374583
chr3	42500000	42999999	4312	-6.857424221178701
chr3	43000000	43499999	734	-9.411929431087994
chr3	43500000	43999999	2278	-7.778013652223095
chr3	44000000	44499999	1487	-8.393376751878789
chr3	44500000	44999999	4607	-6.761953801326996
chr3	45000000	45499999	1050	-8.895392071377723
chr3	45500000	45999999	370	-10.400184223414895
chr3	46000000	46499999	12596	-5.310887641795797
chr3	46500000	46999999	2162	-7.853414876196557
chr3	47000000	47499999	2417	-7.692563926165624
chr3	47500000	47999999	1627	-8.263567148258678
chr3	48000000	48499999	818	-9.255608650989458
chr3	48500000	48999999	605	-9.69077435176925
chr3	49000000	49499999	991	-8.978824436744718
chr3	49500000	49999999	2222	-7.813922582542115
chr3	50000000	50499999	409	-10.255608650989458
chr3	50500000	50999999	543	-9.846757296126846
chr3	51000000	51499999	3294	-7.245940844204852
chr3	51500000	51999999	13908	-5.167938332203579
chr3	52000000	52499999	1462	-8.417838087978769
chr3	52500000	52999999	2212	-7.8204300136965
chr3	53000000	53499999	2718	-7.523235943163816
chr3	53500000	53999999	608	-9.68363817048762
chr3	54000000	54499999	2307	-7.759763395248224
chr3	54500000	54999999	526	-9.892646694638904
chr3	55000000	55499999	688	-9.50530092922911
chr3	55500000	55999999	3815	-7.034098342209314
chr3	56000000	56499999	5076	-6.622089330090101
chr3	56500000	56999999	889	-9.135526075101437
chr3	57000000	57499999	1770	-8.142032038960847
chr3	57500000	57999999	54	-13.176678181767738
chr3	58000000	58499999	1098	-8.830903344926009
chr3	58500000	58999999	2547	-7.616982439657012
chr3	59000000	59499999	1025	-8.930157489538399
chr3	59500000	59999999	2497	-7.645585578002994
chr3	60000000	60499999	727	-9.425754130011613
chr3	60500000	60999999	3315	-7.236772528931257
chr3	61000000	61499999	222	-11.1371498175811
chr3	61500000	61999999	6305	-6.309285028715625
chr3	62000000	62499999	6661	-6.230042617356773
chr3	62500000	62999999	1920	-8.024675088322688
chr3	63000000	63499999	1272	-8.618682728646851
chr3	63500000	63999999	2194	-7.832217873528014
chr3	64000000	64499999	768	-9.34660318321005
chr3	64500000	64999999	2101	-7.894705237258161
chr3	65000000	65499999	1526	-8.356026437096677
chr3	65500000	65999999	2337	-7.741123665148382
chr3	66000000	66499999	2191	-7.834191914940985
chr3	66500000	66999999	964	-9.018676347701245
chr3	67000000	67499999	582	-9.746690341022923
chr3	67500000	67999999	755	-9.371232849718766
chr3	68000000	68499999	320	-10.609637589043844
chr3	68500000	68999999	2757	-7.502682131921016
chr3	69000000	69499999	3156	-7.307684193917749
chr3	69500000	69999999	711	-9.457859934311792
chr3	70000000	70499999	383	-10.35036510200625
chr3	70500000	70999999	494	-9.98319845234653
chr3	71000000	71499999	6075	-6.362896990550701
chr3	71500000	71999999	1675	-8.22162030369871
chr3	72000000	72499999	7898	-5.984294031470858
chr3	72500000	72999999	3807	-7.037126829368945
chr3	73000000	73499999	2565	-7.606822573436791
chr3	73500000	73999999	2961	-7.399696908753653
chr3	74000000	74499999	3058	-7.353192992570402
chr3	74500000	74999999	509	-9.940043837855512
chr3	75000000	75499999	1115	-8.80873768912354
chr3	75500000	75999999	426	-10.196856063705368
chr3	76000000	76499999	159	-11.618682728646851
chr3	76500000	76999999	7468	-6.065059471705005
chr3	77000000	77499999	4270	-6.871545329423354
chr3	77500000	77999999	480	-10.024675088322688
chr3	78000000	78499999	26740	-4.224853838950492
chr3	78500000	78999999	7288	-6.100258440129156
chr3	79000000	79499999	358	-10.447749906666951
chr3	79500000	79999999	8959	-5.802443691043653
chr3	80000000	80499999	189	-11.369323259710134
chr3	80500000	80999999	466	-10.067379539276926
chr3	81000000	81499999	406	-10.266229766746031
chr3	81500000	81999999	698	-9.484482457721555
chr3	82000000	82499999	522	-9.903659687361323
chr3	82500000	82999999	573	-9.769174355174302
chr3	83000000	83499999	2265	-7.7862703489976095
chr3	83500000	83999999	728	-9.423771043732511
chr3	84000000	84499999	1109	-8.816522033769497
chr3	84500000	84999999	204	-11.25914034195971
chr3	85000000	85499999	2495	-7.646741583706584
chr3	85500000	85999999	518	-9.914757396244653
chr3	86000000	86499999	641	-9.607385137312466
chr3	86500000	86999999	1505	-8.376017912284142
chr3	87000000	87499999	724	-9.431719796848002
chr3	87500000	87999999	2930	-7.414880734621597
chr3	88000000	88499999	204	-11.25914034195971
chr3	88500000	88999999	6173	-6.339809607908217
chr3	89000000	89499999	3774	-7.0496869763307615
chr3	89500000	89999999	1418	-8.461923866691691
chr3	90000000	90499999	9355	-5.74004374580306
chr3	90500000	90999999	480	-10.024675088322688
chr3	91000000	91499999	970	-9.009724746856717
chr3	91500000	91999999	249	-10.971563751863126
chr3	92000000	92499999	0	-inf
chr3	92500000	92999999	0	-inf
chr3	93000000	93499999	0	-inf
chr3	93500000	93999999	210	-11.217320166265084
chr3	94000000	94499999	4610	-6.761014648614506
chr3	94500000	94999999	913	-9.097094633946986
chr3	95000000	95499999	1295	-8.592829301357291
chr3	95500000	95999999	0	-inf
chr3	96000000	96499999	167	-11.547861391457154
chr3	96500000	96999999	1608	-8.280513992752278
chr3	97000000	97499999	2291	-7.769803940626532
chr3	97500000	97999999	1440	-8.439712587601532
chr3	98000000	98499999	5194	-6.5889353852528
chr3	98500000	98999999	1928	-8.018676347701245
chr3	99000000	99499999	9197	-5.764618058854052
chr3	99500000	99999999	2551	-7.614718500328735
chr3	100000000	100499999	2515	-7.635222999238318
chr3	100500000	100999999	7705	-6.019986442529059
chr3	101000000	101499999	1194	-8.709978562666402
chr3	101500000	101999999	100	-12.287709494156482
chr3	102000000	102499999	1537	-8.345664234240436
chr3	102500000	102999999	2080	-7.909197870902752
chr3	103000000	103499999	1225	-8.672999650041273
chr3	103500000	103999999	302	-10.693160944606127
chr3	104000000	104499999	294	-10.731893339094842
chr3	104500000	104999999	214	-11.19009869753006
chr3	105000000	105499999	485	-10.009724746856717
chr3	105500000	105999999	3493	-7.161314756536342
chr3	106000000	106499999	3665	-7.091968200910032
chr3	106500000	106999999	1626	-8.264454141856179
chr3	107000000	107499999	1874	-8.05966044627202
chr3	107500000	107999999	1261	-8.631213123602986
chr3	108000000	108499999	635	-9.620952902271679
chr3	108500000	108999999	3359	-7.217749603696708
chr3	109000000	109499999	3907	-6.999720143747534
chr3	109500000	109999999	768	-9.34660318321005
chr3	110000000	110499999	2409	-7.697347005692737
chr3	110500000	110999999	781	-9.322386945789228
chr3	111000000	111499999	3562	-7.133093882829588
chr3	111500000	111999999	1213	-8.687201848810696
chr3	112000000	112499999	538	-9.860103321374583
chr3	112500000	112999999	3067	-7.348953232664187
chr3	113000000	113499999	3066	-7.349423702272429
chr3	113500000	113999999	4424	-6.8204300136965
chr3	114000000	114499999	2841	-7.459382567741666
chr3	114500000	114999999	166	-11.556526252584282
chr3	115000000	115499999	9853	-5.665218342095313
chr3	115500000	115999999	3807	-7.037126829368945
chr3	116000000	116499999	1083	-8.85074815632288
chr3	116500000	116999999	228	-11.098675669766465
chr3	117000000	117499999	433	-10.173342469204481
chr3	117500000	117999999	2782	-7.489658979388968
chr3	118000000	118499999	1463	-8.41685162979272
chr3	118500000	118999999	1662	-8.232861017160863
chr3	119000000	119499999	2006	-7.961459793319026
chr3	119500000	119999999	1508	-8.373144970662542
chr3	120000000	120499999	366	-10.415865845647165
chr3	120500000	120999999	330	-10.565243469685392
chr3	121000000	121499999	2863	-7.448253728931854
chr3	121500000	121999999	637	-9.616416121674906
chr3	122000000	122499999	4243	-6.880696720640471
chr3	122500000	122999999	245	-10.994927744928637
chr3	123000000	123499999	763	-9.356026437096677
chr3	123500000	123999999	9692	-5.688986994479861
chr3	124000000	124499999	2942	-7.408984152676377
chr3	124500000	124999999	4338	-6.848751346258933
chr3	125000000	125499999	6082	-6.3612355829004095
chr3	125500000	125999999	4908	-6.670646150268302
chr3	126000000	126499999	1634	-8.257373415785523
chr3	126500000	126999999	6785	-6.20343258362499
chr3	127000000	127499999	764	-9.354136855895458
chr3	127500000	127999999	3367	-7.214317678103561
chr3	128000000	128499999	1261	-8.631213123602986
chr3	128500000	128999999	598	-9.707564009733103
chr3	129000000	129499999	1005	-8.958585897864916
chr3	129500000	129999999	2209	-7.822387980575932
chr3	130000000	130499999	3267	-7.257814944493144
chr3	130500000	130999999	150	-11.702746993435326
chr3	131000000	131499999	1444	-8.435710657044035
chr3	131500000	131999999	1528	-8.354136855895458
chr3	132000000	132499999	5119	-6.609919392939826
chr3	132500000	132999999	3224	-7.276929655403239
chr3	133000000	133499999	1719	-8.184211854453146
chr3	133500000	133999999	581	-9.749171330526679
chr3	134000000	134499999	579	-9.75414614594197
chr3	134500000	134999999	1694	-8.205347524599008
chr3	135000000	135499999	779	-9.326086165869537
chr3	135500000	135999999	1193	-8.711187356235978
chr3	136000000	136499999	517	-9.917545213616272
chr3	136500000	136999999	3349	-7.222051023224491
chr3	137000000	137499999	565	-9.789458626628656
chr3	137500000	137999999	4313	-6.8570896831967065
chr3	138000000	138499999	765	-9.352249746351193
chr3	138500000	138999999	5175	-6.594222536657157
chr3	139000000	139499999	2973	-7.393861936023563
chr3	139500000	139999999	1355	-8.527488547689973
chr3	140000000	140499999	6100	-6.356972156593596
chr3	140500000	140999999	1257	-8.6357967495107
chr3	141000000	141499999	2639	-7.5657900486049385
chr3	141500000	141999999	8015	-5.963078878889297
chr3	142000000	142499999	853	-9.195163752612917
chr3	142500000	142999999	2064	-7.920338428507953
chr3	143000000	143499999	465	-10.070478777935813
chr3	143500000	143999999	3488	-7.163381359154281
chr3	144000000	144499999	635	-9.620952902271679
chr3	144500000	144999999	2021	-7.950712077551471
chr3	145000000	145499999	2599	-7.587824765459007
chr3	145500000	145999999	2063	-7.921037578044722
chr3	146000000	146499999	1433	-8.446742789669061
chr3	146500000	146999999	1432	-8.447749906666951
chr3	147000000	147499999	2488	-7.650794913800604
chr3	147500000	147999999	2962	-7.3992097586423595
chr3	148000000	148499999	7663	-6.027872093566977
chr3	148500000	148999999	582	-9.746690341022923
chr3	149000000	149499999	1219	-8.680083273310995
chr3	149500000	149999999	339	-10.526424220794864
chr3	150000000	150499999	556	-9.8126246112077
chr3	150500000	150999999	7740	-6.013447832899434
chr3	151000000	151499999	1635	-8.256490763545761
chr3	151500000	151999999	2207	-7.823694769651593
chr3	152000000	152499999	4324	-6.853414876196557
chr3	152500000	152999999	312	-10.646163465068959
chr3	153000000	153499999	648	-9.591715681046582
chr3	153500000	153999999	1261	-8.631213123602986
chr3	154000000	154499999	1183	-8.723331325591419
chr3	154500000	154999999	309	-10.660102656026833
chr3	155000000	155499999	1725	-8.179185037378312
chr3	155500000	155999999	2405	-7.699744505273802
chr3	156000000	156499999	876	-9.156778624330034
chr3	156500000	156999999	2549	-7.615850025909006
chr3	157000000	157499999	2020	-7.9514261062920495
chr3	157500000	157999999	1657	-8.237207796709756
chr3	158000000	158499999	2304	-7.761640682488895
chr3	158500000	158999999	343	-10.509500917758395
chr3	159000000	159499999	1929	-8.017928255882103
chr3	159500000	159999999	325	-10.58726977601539
chr3	160000000	160499999	1021	-8.935798533053406
chr3	160500000	160999999	1088	-8.844102842680867
chr3	161000000	161499999	1528	-8.354136855895458
chr3	161500000	161999999	1533	-8.34942370227243
chr3	162000000	162499999	342	-10.513713169045309
chr3	162500000	162999999	2379	-7.715426127506072
chr3	163000000	163499999	813	-9.264454141856179
chr3	163500000	163999999	2226	-7.811327806589247
chr3	164000000	164499999	8439	-5.888709345895351
chr3	164500000	164999999	160	-11.609637589043844
chr3	165000000	165499999	1293	-8.595059124120953
chr3	165500000	165999999	2336	-7.74174112505119
chr3	166000000	166499999	967	-9.014193604454366
chr3	166500000	166999999	271	-10.849416642577335
chr3	167000000	167499999	2893	-7.433215076001607
chr3	167500000	167999999	706	-9.468041310660027
chr3	168000000	168499999	363	-10.427739945935457
chr3	168500000	168999999	6845	-6.190730857785945
chr3	169000000	169499999	1997	-7.967947066487234
chr3	169500000	169999999	126	-11.95428576043129
chr3	170000000	170499999	7748	-6.011957445327953
chr3	170500000	170999999	2430	-7.684825085438064
chr3	171000000	171499999	1122	-8.799708723322414
chr3	171500000	171999999	1174	-8.734348990821156
chr3	172000000	172499999	991	-8.978824436744718
chr3	172500000	172999999	1324	-8.560878277123988
chr3	173000000	173499999	5620	-6.475211268822918
chr3	173500000	173999999	3270	-7.256490763545762
chr3	174000000	174499999	342	-10.513713169045309
chr3	174500000	174999999	2484	-7.6531162257107255
chr3	175000000	175499999	4744	-6.719677389385203
chr3	175500000	175999999	984	-8.989051178591968
chr3	176000000	176499999	3122	-7.323310861953298
chr3	176500000	176999999	861	-9.181696256534362
chr3	177000000	177499999	1445	-8.434711906543166
chr3	177500000	177999999	2635	-7.56797843740663
chr3	178000000	178499999	1138	-8.779280841624624
chr3	178500000	178999999	38	-13.68363817048762
chr3	179000000	179499999	2644	-7.563059222423515
chr3	179500000	179999999	428	-10.19009869753006
chr3	180000000	180499999	1244	-8.650794913800604
chr3	180500000	180999999	1527	-8.355081337134356
chr3	181000000	181499999	1701	-8.199398258267822
chr3	181500000	181999999	188	-11.37697683225357
chr3	182000000	182499999	9427	-5.72898267118141
chr3	182500000	182999999	1985	-7.976642391900887
chr3	183000000	183499999	1251	-8.642699609765387
chr3	183500000	183999999	5598	-6.480869912358292
chr3	184000000	184499999	946	-9.045869310591812
chr3	184500000	184999999	1579	-8.30677022807097
chr3	185000000	185499999	3780	-7.047395164822772
chr3	185500000	185999999	958	-9.027683838195026
chr3	186000000	186499999	4163	-6.908157840790989
chr3	186500000	186999999	1233	-8.663608599528368
chr3	187000000	187499999	787	-9.31134585842372
chr3	187500000	187999999	507	-9.945723746927866
chr3	188000000	188499999	979	-8.996400634327513
chr3	188500000	188999999	1228	-8.669470838561027
chr3	189000000	189499999	1446	-8.433713846980089
chr3	189500000	189999999	1161	-8.75041342706564
chr3	190000000	190499999	554	-9.817823517882019
chr3	190500000	190999999	1102	-8.82565717536005
chr3	191000000	191499999	5205	-6.5858832357444275
chr3	191500000	191999999	1780	-8.133904158077447
chr3	192000000	192499999	1850	-8.078256128527533
chr3	192500000	192999999	857	-9.188414289818708
chr3	193000000	193499999	1041	-8.90781133063179
chr3	193500000	193999999	6183	-6.337474393670794
chr3	194000000	194499999	4800	-6.702746993435326
chr3	194500000	194999999	2000	-7.96578139926912
chr3	195000000	195499999	118	-12.048922634569365
chr3	195500000	195999999	1886	-8.05045172325611
chr3	196000000	196499999	116	-12.073584688803635
chr3	196500000	196999999	3010	-7.3760179122841425
chr3	197000000	197499999	1447	-8.432716477399483
chr3	197500000	197999999	362	-10.431719796848002
chr3	198000000	198499999	693	-9.494854141793994
chr3	198000000	198295558	693	-8.736370203486018
chr4	0	499999	2915	-7.422285515843348
chr4	500000	999999	380	-10.361710075600259
chr4	1000000	1499999	138	-11.823041227153038
chr4	1500000	1999999	614	-9.669470838561027
chr4	2000000	2499999	923	-9.081378846285432
chr4	2500000	2999999	31488	-3.989051178591967
chr4	3000000	3499999	114	-12.098675669766465
chr4	3500000	3999999	4489	-6.799387303015662
chr4	4000000	4499999	398	-10.294941063387558
chr4	4500000	4999999	384	-10.34660318321005
chr4	5000000	5499999	1719	-8.184211854453146
chr4	5500000	5999999	7210	-6.115782139803022
chr4	6000000	6499999	1796	-8.12099404919006
chr4	6500000	6999999	42	-13.539248261152446
chr4	7000000	7499999	2384	-7.712397163469046
chr4	7500000	7999999	1516	-8.365511645760115
chr4	8000000	8499999	991	-8.978824436744718
chr4	8500000	8999999	704	-9.47213406529391
chr4	9000000	9499999	791	-9.304031799458414
chr4	9500000	9999999	379	-10.365511645760115
chr4	10000000	10499999	13000	-5.265341681128028
chr4	10500000	10999999	2691	-7.53763900829079
chr4	11000000	11499999	1604	-8.284107257476286
chr4	11500000	11999999	4664	-6.744213610730711
chr4	12000000	12499999	1722	-8.181696256534362
chr4	12500000	12999999	3725	-7.06854097369432
chr4	13000000	13499999	1847	-8.080597532948769
chr4	13500000	13999999	882	-9.146930838373686
chr4	14000000	14499999	982	-8.991986469616513
chr4	14500000	14999999	3193	-7.290868846361113
chr4	15000000	15499999	1182	-8.724551363753674
chr4	15500000	15999999	278	-10.8126246112077
chr4	16000000	16499999	1570	-8.315016840152218
chr4	16500000	16999999	1599	-8.288611460450875
chr4	17000000	17499999	3203	-7.286357601156523
chr4	17500000	17999999	2368	-7.7221123183022575
chr4	18000000	18499999	1179	-8.728217680951444
chr4	18500000	18999999	3065	-7.3498943253530635
chr4	19000000	19499999	2511	-7.637519370659707
chr4	19500000	19999999	343	-10.509500917758395
chr4	20000000	20499999	1997	-7.967947066487234
chr4	20500000	20999999	2389	-7.7093745454748746
chr4	21000000	21499999	6562	-6.251645805412787
chr4	21500000	21999999	1026	-8.928750668324152
chr4	22000000	22499999	1024	-8.931565683931208
chr4	22500000	22999999	1339	-8.544625438606896
chr4	23000000	23499999	1535	-8.347542743673666
chr4	23500000	23999999	1187	-8.7184614642893
chr4	24000000	24499999	4677	-6.740197970512266
chr4	24500000	24999999	4930	-6.664193752665933
chr4	25000000	25499999	1297	-8.590602919679508
chr4	25500000	25999999	4912	-6.669470838561027
chr4	26000000	26499999	1290	-8.59841033362059
chr4	26500000	26999999	1088	-8.844102842680867
chr4	27000000	27499999	2472	-7.660102656026832
chr4	27500000	27999999	728	-9.423771043732511
chr4	28000000	28499999	5223	-6.580902695558949
chr4	28500000	28999999	2467	-7.663023683631084
chr4	29000000	29499999	1432	-8.447749906666951
chr4	29500000	29999999	20829	-4.585259727109401
chr4	30000000	30499999	2012	-7.957151094125679
chr4	30500000	30999999	1296	-8.591715681046582
chr4	31000000	31499999	1768	-8.143663124539776
chr4	31500000	31999999	4528	-6.786907441099324
chr4	32000000	32499999	3717	-7.071642711069449
chr4	32500000	32999999	700	-9.480354572098879
chr4	33000000	33499999	38	-13.68363817048762
chr4	33500000	33999999	7659	-6.028625360802931
chr4	34000000	34499999	0	-inf
chr4	34500000	34999999	3655	-7.095909993091407
chr4	35000000	35499999	964	-9.018676347701245
chr4	35500000	35999999	945	-9.047395164822772
chr4	36000000	36499999	2044	-7.934386202993585
chr4	36500000	36999999	6466	-6.272907891805121
chr4	37000000	37499999	4599	-6.764461201551273
chr4	37500000	37999999	1666	-8.22939299856566
chr4	38000000	38499999	333	-10.552187316859944
chr4	38500000	38999999	3683	-7.084900002031469
chr4	39000000	39499999	2226	-7.811327806589247
chr4	39500000	39999999	2406	-7.699144756755131
chr4	40000000	40499999	145	-11.751656593916273
chr4	40500000	40999999	4550	-6.779914853957786
chr4	41000000	41499999	114	-12.098675669766465
chr4	41500000	41999999	887	-9.138775389630142
chr4	42000000	42499999	705	-9.47008623664505
chr4	42500000	42999999	583	-9.74421361073071
chr4	43000000	43499999	3197	-7.289062655150687
chr4	43500000	43999999	10637	-5.554761985817069
chr4	44000000	44499999	4645	-6.750102802661192
chr4	44500000	44999999	1481	-8.399209758642359
chr4	45000000	45499999	3323	-7.233295106239176
chr4	45500000	45999999	2488	-7.650794913800604
chr4	46000000	46499999	2863	-7.448253728931854
chr4	46500000	46999999	486	-10.006753180325425
chr4	47000000	47499999	4017	-6.95966293788574
chr4	47500000	47999999	707	-9.465999279121808
chr4	48000000	48499999	38	-13.68363817048762
chr4	48500000	48999999	0	-inf
chr4	49000000	49499999	9102	-5.779597812963018
chr4	49500000	49999999	2252	-7.794574571850977
chr4	50000000	50499999	600	-9.702746993435326
chr4	50500000	50999999	0	-inf
chr4	51000000	51499999	0	-inf
chr4	51500000	51999999	732	-9.415865845647165
chr4	52000000	52499999	166	-11.556526252584282
chr4	52500000	52999999	76	-12.68363817048762
chr4	53000000	53499999	1989	-7.973738123097463
chr4	53500000	53999999	452	-10.11138672151602
chr4	54000000	54499999	1085	-8.848086356599365
chr4	54500000	54999999	2466	-7.663608599528367
chr4	55000000	55499999	1097	-8.832217873528014
chr4	55500000	55999999	642	-9.605136196808903
chr4	56000000	56499999	7315	-6.094923534905358
chr4	56500000	56999999	5906	-6.403600042797253
chr4	57000000	57499999	1084	-8.849416642577335
chr4	57500000	57999999	3068	-7.3484829164282734
chr4	58000000	58499999	1612	-8.27692965540324
chr4	58500000	58999999	720	-9.439712587601532
chr4	59000000	59499999	757	-9.367416193945475
chr4	59500000	59999999	688	-9.50530092922911
chr4	60000000	60499999	40	-13.609637589043844
chr4	60500000	60999999	803	-9.282309506413892
chr4	61000000	61499999	3299	-7.243752621366276
chr4	61500000	61999999	38	-13.68363817048762
chr4	62000000	62499999	306	-10.674177841238555
chr4	62500000	62999999	1594	-8.293129769940736
chr4	63000000	63499999	677	-9.52855366035621
chr4	63500000	63999999	118	-12.048922634569365
chr4	64000000	64499999	973	-9.005269689150095
chr4	64500000	64999999	1061	-8.880356743016442
chr4	65000000	65499999	1778	-8.135526075101437
chr4	65500000	65999999	9839	-5.667269706504761
chr4	66000000	66499999	5033	-6.634362801434305
chr4	66500000	66999999	3050	-7.356972156593596
chr4	67000000	67499999	1582	-8.304031799458414
chr4	67500000	67999999	2602	-7.586160437213412
chr4	68000000	68499999	1027	-8.927345217613011
chr4	68500000	68999999	2562	-7.60851092358956
chr4	69000000	69499999	3696	-7.07981664251515
chr4	69500000	69999999	1270	-8.620952902271679
chr4	70000000	70499999	867	-9.171677500709372
chr4	70500000	70999999	450	-10.11778449271417
chr4	71000000	71499999	1763	-8.147748924611026
chr4	71500000	71999999	5158	-6.598969626141993
chr4	72000000	72499999	147	-11.731893339094842
chr4	72500000	72999999	0	-inf
chr4	73000000	73499999	2400	-7.702746993435326
chr4	73500000	73999999	1394	-8.486550838062783
chr4	74000000	74499999	1050	-8.895392071377723
chr4	74500000	74999999	3854	-7.019424827635486
chr4	75000000	75499999	1683	-8.214746222601258
chr4	75500000	75999999	4076	-6.938627347765393
chr4	76000000	76499999	2145	-7.864803751544299
chr4	76500000	76999999	2052	-7.928750668324153
chr4	77000000	77499999	1886	-8.05045172325611
chr4	77500000	77999999	2154	-7.858763149386999
chr4	78000000	78499999	1181	-8.72577243453405
chr4	78500000	78999999	4478	-6.8029268710786095
chr4	79000000	79499999	4115	-6.924888968622219
chr4	79500000	79999999	3782	-7.046632035981445
chr4	80000000	80499999	937	-9.05966044627202
chr4	80500000	80999999	2983	-7.3890174215959945
chr4	81000000	81499999	4077	-6.938273442442659
chr4	81500000	81999999	4531	-6.785951908417818
chr4	82000000	82499999	7055	-6.1471353164465805
chr4	82500000	82999999	1144	-8.771694347152817
chr4	83000000	83499999	838	-9.220759250231856
chr4	83500000	83999999	376	-10.37697683225357
chr4	84000000	84499999	84	-12.539248261152446
chr4	84500000	84999999	426	-10.196856063705368
chr4	85000000	85499999	528	-9.887171564572753
chr4	85500000	85999999	574	-9.766658757255518
chr4	86000000	86499999	3156	-7.307684193917749
chr4	86500000	86999999	14579	-5.099961538387572
chr4	87000000	87499999	1171	-8.738040323429992
chr4	87500000	87999999	232	-11.073584688803635
chr4	88000000	88499999	887	-9.138775389630142
chr4	88500000	88999999	171	-11.513713169045309
chr4	89000000	89499999	2149	-7.862115916503424
chr4	89500000	89999999	858	-9.18673184643166
chr4	90000000	90499999	2982	-7.389501141647765
chr4	90500000	90999999	2981	-7.389985023940038
chr4	91000000	91499999	9603	-5.7022962216644695
chr4	91500000	91999999	1951	-8.001567621322181
chr4	92000000	92499999	6621	-6.238732268930437
chr4	92500000	92999999	5277	-6.56606341573809
chr4	93000000	93499999	1527	-8.355081337134356
chr4	93500000	93999999	9402	-5.732813718737471
chr4	94000000	94499999	1780	-8.133904158077447
chr4	94500000	94999999	1311	-8.575113713709452
